Geography,Geographic Area Name,POV_kids5years%,POV_Fem_NoSpouse%,AgeAbove65%,HealthIns65%,NoVeh%,Fem_NoSpouse%,AgeUnder5%,POV_Income12m%,Language_NoEnglish%,Disability%,RenterOccupied5+%,No_School%,NoComp_NoInt%,Pop_Den,UnemployedCiv%,MobileHome%,BlackPop%,RenterOccupied%,HispanicPOP%,Household_Size_avg
1500000US120860001071,Block Group 1; Census Tract 1.07; Miami-Dade County; Florida,0.00,0.00,28.54,1.24,5.94,24.83,2.85,5.59,0.00,31.27,8.42,0.00,0.00,3374.42,0.00,0.00,2.47,54.21,28.16,2.6
1500000US120860084092,Block Group 2; Census Tract 84.09; Miami-Dade County; Florida,7.14,0.00,10.70,0.40,0.00,7.14,4.86,7.14,1.72,2.87,0.00,0.00,0.00,756.28,4.66,0.00,0.00,14.58,65.41,3.42
1500000US120860084093,Block Group 3; Census Tract 84.09; Miami-Dade County; Florida,2.13,2.13,14.84,0.00,1.40,15.37,3.28,5.20,0.89,10.47,0.00,0.95,6.32,1339.83,0.50,1.34,14.34,19.38,46.14,2.53
1500000US120860084094,Block Group 4; Census Tract 84.09; Miami-Dade County; Florida,14.40,0.00,27.62,2.57,0.00,26.75,14.04,14.40,0.00,29.62,0.00,2.02,10.13,788.84,3.49,0.00,0.73,9.37,68.44,2.76
1500000US120860084151,Block Group 1; Census Tract 84.15; Miami-Dade County; Florida,0.00,0.00,14.23,0.00,0.00,0.00,2.87,0.00,0.00,7.11,0.00,1.61,4.44,1103.68,2.03,0.00,3.71,1.33,59.85,3.16
1500000US120860084152,Block Group 2; Census Tract 84.15; Miami-Dade County; Florida,0.00,0.00,24.76,0.00,0.00,35.02,2.84,0.00,0.00,11.27,0.00,0.00,11.11,1003.98,1.90,0.00,0.00,0.00,62.68,3.35
1500000US120860084153,Block Group 3; Census Tract 84.15; Miami-Dade County; Florida,0.00,0.00,25.72,0.00,0.00,0.00,5.57,0.00,0.00,23.69,0.00,0.00,0.00,1159.45,6.01,0.00,0.00,3.88,59.24,3.48
1500000US120860084154,Block Group 4; Census Tract 84.15; Miami-Dade County; Florida,0.00,0.00,21.69,0.00,0.00,0.00,2.23,0.00,0.00,10.71,0.00,0.00,0.00,1287.60,0.66,0.00,0.00,0.00,61.34,3.04
1500000US120860084161,Block Group 1; Census Tract 84.16; Miami-Dade County; Florida,0.00,0.00,9.92,0.00,7.22,4.93,7.60,0.00,0.00,7.33,0.00,0.00,7.22,1014.81,0.00,0.00,0.00,5.67,65.95,3.12
1500000US120860084162,Block Group 2; Census Tract 84.16; Miami-Dade County; Florida,6.46,9.57,7.72,0.00,0.00,35.17,6.83,12.92,9.36,6.13,0.00,0.11,3.40,4855.17,0.78,0.00,0.61,80.50,78.11,2.22
1500000US120860084163,Block Group 3; Census Tract 84.16; Miami-Dade County; Florida,0.00,0.00,37.29,0.00,0.00,23.76,4.57,0.00,3.07,10.07,0.00,0.00,15.14,1403.77,2.28,0.00,0.00,15.14,57.69,2.62
1500000US120860084181,Block Group 1; Census Tract 84.18; Miami-Dade County; Florida,0.00,7.17,10.51,0.00,3.80,38.44,0.58,7.17,3.20,7.88,1.83,0.00,8.87,7223.17,0.12,0.00,2.37,60.42,77.77,2.43
1500000US120860084182,Block Group 2; Census Tract 84.18; Miami-Dade County; Florida,0.00,9.54,30.30,0.00,0.00,34.15,7.40,14.77,2.97,24.84,4.32,3.48,0.00,2952.07,5.08,0.00,0.98,6.76,85.92,3.03
1500000US120860084191,Block Group 1; Census Tract 84.19; Miami-Dade County; Florida,2.97,0.00,16.26,0.00,2.84,47.30,5.92,2.97,0.00,19.15,1.90,1.97,13.74,10213.41,3.08,0.00,1.40,58.41,83.41,2.46
1500000US120860084192,Block Group 2; Census Tract 84.19; Miami-Dade County; Florida,0.00,0.00,20.34,0.00,2.13,8.24,2.70,7.78,6.91,21.12,4.42,0.84,7.77,3505.17,2.16,0.00,0.00,39.33,62.03,2.54
1500000US120860084193,Block Group 3; Census Tract 84.19; Miami-Dade County; Florida,0.00,0.00,9.66,0.00,17.50,38.53,9.56,0.00,1.01,19.82,2.41,0.90,8.60,8461.93,2.80,2.07,19.85,75.57,67.37,2.86
1500000US120860084201,Block Group 1; Census Tract 84.20; Miami-Dade County; Florida,0.00,0.00,17.55,0.00,0.00,1.38,14.99,0.00,0.00,3.42,0.00,0.00,9.63,1092.92,0.00,0.00,0.00,6.42,66.86,2.33
1500000US120860084202,Block Group 2; Census Tract 84.20; Miami-Dade County; Florida,0.00,0.00,20.06,0.82,7.99,35.41,0.00,0.00,0.00,0.00,0.00,3.96,3.86,3039.44,4.23,0.00,0.00,23.69,67.80,2.02
1500000US120860084211,Block Group 1; Census Tract 84.21; Miami-Dade County; Florida,0.00,0.00,39.18,0.00,0.00,7.19,0.00,0.00,7.42,61.05,0.00,0.00,0.00,2012.35,0.00,0.00,3.09,0.00,59.40,2.45
1500000US120860084212,Block Group 2; Census Tract 84.21; Miami-Dade County; Florida,0.00,0.00,13.63,0.00,0.22,16.03,2.74,4.81,0.00,0.00,5.96,1.22,8.83,2838.89,6.76,0.00,0.00,16.56,82.23,3.63
1500000US120860084213,Block Group 3; Census Tract 84.21; Miami-Dade County; Florida,0.00,4.31,22.25,0.40,2.04,18.49,9.81,10.95,3.17,31.17,0.00,0.00,4.08,2378.96,1.26,0.00,0.23,18.48,63.04,2.38
1500000US120860084221,Block Group 1; Census Tract 84.22; Miami-Dade County; Florida,0.00,0.00,27.19,3.75,3.47,7.64,8.84,21.93,0.00,11.02,0.00,0.29,1.85,1591.14,0.38,0.00,0.29,8.10,72.43,2.39
1500000US120860084222,Block Group 2; Census Tract 84.22; Miami-Dade County; Florida,0.00,4.57,15.51,0.00,2.98,9.43,10.87,7.43,2.94,2.35,8.09,0.00,11.49,1719.91,0.00,0.00,0.00,30.43,87.39,2.94
1500000US120860084231,Block Group 1; Census Tract 84.23; Miami-Dade County; Florida,0.00,0.00,15.23,0.00,4.10,30.74,0.00,0.00,0.00,15.47,0.00,0.00,0.00,2317.39,0.00,0.00,0.00,64.36,97.51,2.43
1500000US120860084232,Block Group 2; Census Tract 84.23; Miami-Dade County; Florida,0.00,0.00,10.03,0.00,0.00,16.31,2.61,36.03,0.00,19.59,1.64,0.99,4.57,2769.67,1.06,0.00,0.07,1.64,37.52,3.31
1500000US120860084233,Block Group 3; Census Tract 84.23; Miami-Dade County; Florida,0.00,0.00,39.24,0.00,0.00,8.36,5.50,21.49,10.05,25.32,0.00,0.00,14.43,876.70,0.00,0.00,0.00,21.91,92.04,2.72
1500000US120860084241,Block Group 1; Census Tract 84.24; Miami-Dade County; Florida,0.00,0.00,12.96,0.00,0.00,51.94,1.92,4.37,1.79,36.32,0.00,0.78,14.42,7926.83,0.00,4.56,4.13,80.29,86.40,2.25
1500000US120860084242,Block Group 2; Census Tract 84.24; Miami-Dade County; Florida,0.00,0.00,48.31,0.00,30.17,5.10,0.00,10.59,10.48,24.16,1.40,1.49,18.82,8066.19,0.00,0.00,2.18,81.80,84.03,1.55
1500000US120860084243,Block Group 3; Census Tract 84.24; Miami-Dade County; Florida,0.00,0.00,31.19,0.00,47.64,36.87,0.00,0.00,21.13,44.94,1.75,1.66,43.81,3697.03,1.87,0.00,15.07,68.41,65.18,1.68
1500000US120860084251,Block Group 1; Census Tract 84.25; Miami-Dade County; Florida,0.00,15.88,25.40,0.00,10.84,40.15,4.50,25.91,6.68,12.40,0.00,0.47,20.53,1365.03,1.94,0.00,0.76,32.11,77.58,2.22
1500000US120860084261,Block Group 1; Census Tract 84.26; Miami-Dade County; Florida,0.00,0.00,13.39,0.00,0.00,28.34,13.51,0.00,0.00,5.19,0.00,0.36,0.00,1174.63,0.00,0.00,0.66,0.00,40.58,3.64
1500000US120860084262,Block Group 2; Census Tract 84.26; Miami-Dade County; Florida,0.00,0.00,21.40,0.00,0.00,10.92,0.00,0.00,0.00,25.60,0.00,2.09,0.21,1115.43,5.98,0.00,28.17,7.63,56.84,2.94
1500000US120860084263,Block Group 3; Census Tract 84.26; Miami-Dade County; Florida,0.00,0.00,38.02,0.00,10.73,47.62,3.86,0.00,0.00,23.08,0.00,0.00,15.88,929.79,0.16,0.00,20.56,0.00,42.66,2.73
1500000US120860084271,Block Group 1; Census Tract 84.27; Miami-Dade County; Florida,0.00,0.00,7.40,0.00,0.00,18.32,8.29,0.62,4.69,2.07,0.00,0.49,0.00,1645.49,0.00,0.00,25.27,20.22,69.20,2.73
1500000US120860084272,Block Group 2; Census Tract 84.27; Miami-Dade County; Florida,0.00,1.72,25.03,0.00,0.00,1.72,4.00,1.72,0.00,16.35,0.00,0.82,17.65,1136.79,4.00,0.00,0.00,27.94,55.58,2.46
1500000US120860084281,Block Group 1; Census Tract 84.28; Miami-Dade County; Florida,0.00,0.00,12.97,0.00,0.00,10.20,13.60,0.00,1.62,13.89,0.00,0.00,0.00,1377.92,0.00,0.00,2.98,0.00,86.08,2.96
1500000US120860084282,Block Group 2; Census Tract 84.28; Miami-Dade County; Florida,0.00,0.00,15.21,0.00,0.00,19.78,4.90,0.00,0.51,16.11,0.00,1.75,0.00,537.29,0.18,0.00,0.00,0.00,78.32,2.5
1500000US120860084283,Block Group 3; Census Tract 84.28; Miami-Dade County; Florida,0.00,0.00,14.87,0.00,7.54,35.59,6.95,0.00,2.89,20.10,3.35,0.00,1.12,1179.98,3.03,0.00,11.45,47.21,68.59,2.85
1500000US120860084291,Block Group 1; Census Tract 84.29; Miami-Dade County; Florida,0.00,0.00,18.76,0.00,7.37,15.39,0.00,13.85,9.88,19.10,0.00,0.00,0.00,1219.06,0.00,0.00,3.44,6.91,76.94,2.68
1500000US120860084292,Block Group 2; Census Tract 84.29; Miami-Dade County; Florida,0.00,0.00,3.85,0.00,0.00,0.00,4.59,0.00,7.44,68.44,40.60,2.93,0.00,1719.88,0.00,0.00,0.00,40.60,72.86,6.23
1500000US120860084293,Block Group 3; Census Tract 84.29; Miami-Dade County; Florida,0.00,0.00,11.10,0.00,0.00,18.52,5.20,0.00,0.00,6.25,0.00,0.00,27.15,1702.64,0.00,0.00,0.00,50.13,68.83,2.21
1500000US120860084294,Block Group 4; Census Tract 84.29; Miami-Dade County; Florida,0.00,0.00,22.89,0.00,0.00,6.85,12.48,0.00,0.00,7.94,0.00,0.00,6.58,469.59,0.00,0.00,0.00,0.00,62.16,3.16
1500000US120860084301,Block Group 1; Census Tract 84.30; Miami-Dade County; Florida,0.00,0.00,12.00,0.00,0.00,25.25,2.32,0.00,14.69,3.45,0.00,0.00,0.00,8985.51,1.21,0.00,10.79,76.30,85.99,2.24
1500000US120860084302,Block Group 2; Census Tract 84.30; Miami-Dade County; Florida,0.00,3.19,8.99,0.00,9.53,33.76,7.86,3.19,12.13,3.59,17.34,0.00,5.16,11437.48,1.53,0.00,5.14,100.00,88.98,2.76
1500000US120860084303,Block Group 3; Census Tract 84.30; Miami-Dade County; Florida,0.00,0.00,37.36,0.00,12.66,6.16,0.00,0.00,0.00,39.68,0.00,1.61,12.66,2085.01,0.00,0.00,0.00,4.80,55.88,2.71
1500000US120860084304,Block Group 4; Census Tract 84.30; Miami-Dade County; Florida,5.22,33.42,6.79,0.00,6.80,51.70,1.62,33.42,5.19,32.68,0.00,0.00,10.88,15958.73,1.36,0.00,6.95,85.66,83.13,2.37
1500000US120860084311,Block Group 1; Census Tract 84.31; Miami-Dade County; Florida,0.00,0.00,38.58,0.00,7.26,5.13,4.54,23.59,4.08,18.48,5.36,0.00,15.14,849.61,2.72,0.00,6.66,21.45,75.79,2.01
1500000US120860084312,Block Group 2; Census Tract 84.31; Miami-Dade County; Florida,0.00,0.00,72.91,1.09,16.94,18.97,0.86,21.55,6.63,63.79,0.00,5.03,18.03,1378.27,0.00,0.00,9.89,44.26,51.09,2.25
1500000US120860085021,Block Group 1; Census Tract 85.02; Miami-Dade County; Florida,0.00,0.00,25.25,0.40,0.00,5.94,2.95,0.00,4.50,32.76,1.54,2.91,2.38,1738.61,1.66,0.00,0.85,2.67,81.02,3.09
1500000US120860085022,Block Group 2; Census Tract 85.02; Miami-Dade County; Florida,1.72,5.67,18.19,1.24,10.75,21.31,12.09,11.68,8.86,14.76,1.40,0.84,7.26,1573.39,2.38,0.00,0.00,50.70,79.39,2.82
1500000US120860085031,Block Group 1; Census Tract 85.03; Miami-Dade County; Florida,0.00,8.15,20.50,2.01,4.85,21.72,3.11,8.15,4.63,40.49,1.82,5.58,16.52,2131.48,3.39,0.00,0.14,35.00,89.98,3.26
1500000US120860085032,Block Group 2; Census Tract 85.03; Miami-Dade County; Florida,0.00,0.00,41.37,0.00,14.08,15.63,1.40,3.13,14.30,25.87,0.00,2.81,32.39,2235.82,1.07,0.00,1.49,14.09,93.89,2.8
1500000US120860085041,Block Group 1; Census Tract 85.04; Miami-Dade County; Florida,0.00,0.00,10.56,0.00,4.26,3.06,16.65,5.68,22.55,32.93,4.61,5.08,4.26,2267.70,0.41,0.00,0.41,6.38,87.41,3.46
1500000US120860085042,Block Group 2; Census Tract 85.04; Miami-Dade County; Florida,0.00,0.00,19.25,0.00,18.50,6.97,4.52,0.00,4.11,27.20,0.00,0.00,11.48,2672.13,0.00,0.00,0.00,16.39,95.25,2.99
1500000US120860085043,Block Group 3; Census Tract 85.04; Miami-Dade County; Florida,0.00,0.00,25.71,0.00,0.00,40.31,5.71,0.00,0.00,37.45,0.00,0.00,12.56,1313.37,0.00,0.00,3.19,18.39,88.91,2.58
1500000US120860086011,Block Group 1; Census Tract 86.01; Miami-Dade County; Florida,0.00,0.00,28.17,0.00,8.63,21.74,3.05,0.00,13.09,32.80,0.00,0.00,8.63,305.55,1.52,0.00,1.52,33.81,68.02,2.79
1500000US120860086012,Block Group 2; Census Tract 86.01; Miami-Dade County; Florida,0.00,5.94,21.99,0.00,4.32,28.52,2.44,15.45,3.04,21.86,3.74,2.25,12.09,3354.48,1.89,0.00,0.00,17.27,92.32,3.13
1500000US120860086013,Block Group 3; Census Tract 86.01; Miami-Dade County; Florida,0.00,0.00,18.55,0.79,1.48,12.11,1.23,0.00,13.71,35.40,2.14,0.00,9.20,2422.35,3.31,0.00,1.58,13.30,85.40,3.28
1500000US120860086031,Block Group 1; Census Tract 86.03; Miami-Dade County; Florida,0.00,0.00,19.07,0.00,0.00,6.37,5.18,0.00,2.97,15.59,0.00,0.00,0.00,1935.99,0.00,0.00,0.68,16.07,73.30,2.51
1500000US120860086032,Block Group 2; Census Tract 86.03; Miami-Dade County; Florida,0.00,0.00,20.73,0.00,0.00,58.97,1.04,7.12,0.56,11.70,0.00,0.00,1.12,2139.84,1.04,0.00,0.00,6.08,93.02,2.13
1500000US120860086033,Block Group 3; Census Tract 86.03; Miami-Dade County; Florida,2.83,0.00,21.86,0.00,0.00,8.82,5.73,10.32,14.80,28.77,1.42,1.71,0.00,3345.60,0.00,0.00,0.00,25.75,82.86,2.82
1500000US120860086041,Block Group 1; Census Tract 86.04; Miami-Dade County; Florida,0.00,21.71,21.90,1.39,0.00,30.73,7.04,26.10,3.14,10.98,0.00,0.54,4.76,1013.09,0.77,0.00,1.32,3.03,87.46,2.77
1500000US120860087021,Block Group 1; Census Tract 87.02; Miami-Dade County; Florida,0.00,1.72,18.37,0.00,3.38,18.93,2.27,4.78,6.15,48.66,0.00,2.52,7.26,2337.03,10.22,0.00,1.71,11.32,85.00,3.31
1500000US120860087022,Block Group 2; Census Tract 87.02; Miami-Dade County; Florida,0.00,0.00,18.30,0.00,0.00,28.07,2.83,0.00,20.02,18.08,10.74,0.00,14.42,2471.03,0.00,0.00,0.00,10.74,87.13,3.79
1500000US120860087023,Block Group 3; Census Tract 87.02; Miami-Dade County; Florida,0.00,2.67,25.51,0.60,2.21,43.32,2.47,13.64,27.31,20.08,21.69,3.38,3.86,2539.67,2.47,0.00,0.60,27.39,95.84,3.03
1500000US120860087024,Block Group 4; Census Tract 87.02; Miami-Dade County; Florida,0.00,23.32,25.96,1.49,0.00,58.55,4.85,27.46,7.57,28.19,0.00,0.00,22.62,2569.78,5.59,0.00,1.12,18.38,94.29,2.73
1500000US120860087031,Block Group 1; Census Tract 87.03; Miami-Dade County; Florida,0.00,9.85,29.40,0.00,7.27,43.08,3.21,18.46,11.54,29.75,8.64,12.01,39.09,2978.44,2.65,0.00,0.00,17.96,90.43,3.25
1500000US120860087032,Block Group 2; Census Tract 87.03; Miami-Dade County; Florida,0.00,0.00,22.19,5.48,0.00,5.88,0.00,15.20,18.55,15.61,0.00,10.18,0.00,1929.02,3.13,0.00,0.39,5.05,90.47,3.46
1500000US120860087041,Block Group 1; Census Tract 87.04; Miami-Dade County; Florida,0.00,3.70,20.25,0.00,0.00,23.70,3.77,3.70,3.82,26.04,3.01,5.56,7.95,1537.72,2.73,0.00,0.19,23.01,87.48,2.89
1500000US120860087042,Block Group 2; Census Tract 87.04; Miami-Dade County; Florida,0.00,5.10,22.75,0.00,11.78,26.46,6.29,5.10,11.58,28.50,9.07,3.03,4.63,2249.18,0.39,0.00,0.00,11.39,79.66,3.4
1500000US120860088051,Block Group 1; Census Tract 88.05; Miami-Dade County; Florida,6.37,26.16,12.97,0.00,3.82,33.22,5.92,37.52,16.43,21.71,5.81,2.01,18.20,6034.46,0.36,0.00,0.00,64.53,91.35,2.95
1500000US120860088052,Block Group 2; Census Tract 88.05; Miami-Dade County; Florida,0.00,0.00,25.66,0.00,8.60,17.14,0.00,2.29,13.70,15.86,0.00,0.00,24.20,1413.08,6.03,0.00,5.04,53.19,86.84,2.5
1500000US120860088053,Block Group 3; Census Tract 88.05; Miami-Dade County; Florida,0.00,0.00,35.17,0.00,17.96,17.96,4.49,0.00,31.64,33.46,0.00,2.75,25.00,3074.50,1.94,0.00,0.00,54.85,89.81,2.38
1500000US120860088061,Block Group 1; Census Tract 88.06; Miami-Dade County; Florida,0.00,6.93,24.79,0.00,0.62,33.58,4.02,12.77,19.92,30.60,3.33,1.96,4.68,3556.69,1.18,0.00,0.00,34.48,97.64,2.82
1500000US120860088062,Block Group 2; Census Tract 88.06; Miami-Dade County; Florida,0.00,0.00,18.62,0.00,0.78,19.61,3.28,0.00,7.99,27.88,12.52,4.49,5.01,3464.88,0.67,0.00,0.05,15.81,93.23,3.44
1500000US120860088071,Block Group 1; Census Tract 88.07; Miami-Dade County; Florida,0.00,0.00,10.72,0.00,0.00,20.71,1.76,4.29,25.36,19.64,0.00,9.84,17.24,1592.95,6.31,0.00,1.18,7.39,87.67,3.3
1500000US120860088072,Block Group 2; Census Tract 88.07; Miami-Dade County; Florida,0.00,0.00,23.63,0.00,2.57,32.37,4.43,0.00,12.01,19.57,2.57,1.96,3.02,3207.51,0.00,0.00,0.00,17.98,97.13,2.63
1500000US120860088073,Block Group 3; Census Tract 88.07; Miami-Dade County; Florida,0.00,0.00,19.35,0.00,0.00,59.06,0.52,0.00,2.57,8.37,1.13,1.96,0.00,6111.10,6.43,0.00,0.00,5.81,96.96,2.75
1500000US120860088081,Block Group 1; Census Tract 88.08; Miami-Dade County; Florida,0.00,0.00,26.59,0.00,4.67,10.30,10.30,20.97,20.63,23.39,11.73,4.06,19.17,3277.17,6.42,0.00,6.28,70.74,95.47,2.67
1500000US120860088082,Block Group 2; Census Tract 88.08; Miami-Dade County; Florida,0.00,0.00,13.95,0.41,0.00,10.26,7.38,4.49,12.34,13.92,7.43,1.22,0.00,1902.63,0.00,0.00,1.30,30.57,93.35,3.36
1500000US120860088091,Block Group 1; Census Tract 88.09; Miami-Dade County; Florida,0.00,0.00,36.33,1.38,16.67,22.41,1.48,0.00,3.49,21.23,0.00,2.37,16.67,1563.33,1.88,0.00,1.19,8.65,88.35,3.25
1500000US120860088092,Block Group 2; Census Tract 88.09; Miami-Dade County; Florida,0.00,0.00,28.45,0.00,0.00,2.29,3.43,0.00,9.57,24.07,3.66,3.61,17.47,1523.34,0.00,0.00,1.39,12.96,94.44,3.01
1500000US120860088101,Block Group 1; Census Tract 88.10; Miami-Dade County; Florida,0.00,0.00,23.07,1.67,11.98,29.62,1.95,1.88,4.50,13.41,0.00,2.28,12.53,3332.26,2.61,0.00,4.51,43.53,97.81,2.96
1500000US120860088102,Block Group 2; Census Tract 88.10; Miami-Dade County; Florida,0.00,0.00,19.37,0.00,4.35,33.33,4.57,1.97,9.70,8.01,4.46,3.74,42.11,3294.70,2.35,0.00,3.35,18.99,99.70,2.62
1500000US120860089041,Block Group 1; Census Tract 89.04; Miami-Dade County; Florida,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0
1500000US120860089061,Block Group 1; Census Tract 89.06; Miami-Dade County; Florida,0.00,2.45,31.61,0.00,6.77,5.52,10.62,2.45,6.98,14.42,0.00,0.00,20.54,3021.37,2.38,0.00,1.02,16.03,88.28,2.65
1500000US120860089062,Block Group 2; Census Tract 89.06; Miami-Dade County; Florida,0.00,1.01,21.58,0.87,7.65,26.60,6.87,6.40,4.24,21.42,6.93,1.49,15.73,6208.40,1.35,0.00,0.82,66.96,95.24,2.99
1500000US120860089063,Block Group 3; Census Tract 89.06; Miami-Dade County; Florida,0.00,0.00,10.93,0.00,0.00,20.86,3.86,0.00,22.94,16.95,0.00,4.50,0.00,2528.53,0.00,0.00,0.00,23.27,79.26,3.08
1500000US120860089064,Block Group 4; Census Tract 89.06; Miami-Dade County; Florida,0.00,0.00,33.93,0.00,8.42,13.22,0.00,2.89,10.84,18.45,0.00,5.04,10.60,2364.46,1.56,0.00,0.00,17.12,94.84,2.27
1500000US120860089071,Block Group 1; Census Tract 89.07; Miami-Dade County; Florida,0.00,4.87,24.11,0.97,1.16,36.76,7.59,4.87,4.06,12.70,3.90,2.69,9.54,2605.54,2.10,0.00,0.38,45.23,89.02,2.67
1500000US120860089072,Block Group 2; Census Tract 89.07; Miami-Dade County; Florida,8.19,0.00,41.72,0.00,35.41,0.00,7.60,8.19,3.56,13.48,0.00,2.83,8.58,3907.88,0.79,0.00,12.70,73.39,33.67,1.89
1500000US120860089073,Block Group 3; Census Tract 89.07; Miami-Dade County; Florida,0.00,2.19,25.17,0.00,0.00,22.74,4.16,7.12,1.32,10.70,3.00,0.00,12.46,4420.34,2.64,26.66,0.00,32.65,87.78,2.39
1500000US120860089081,Block Group 1; Census Tract 89.08; Miami-Dade County; Florida,0.00,2.49,31.28,0.00,10.75,24.60,8.33,2.49,3.98,29.04,4.94,0.65,16.93,3932.52,0.85,0.00,0.20,19.28,89.48,3.03
1500000US120860089082,Block Group 2; Census Tract 89.08; Miami-Dade County; Florida,0.00,0.00,30.76,0.00,0.00,21.43,10.95,0.00,12.89,16.24,0.00,1.62,45.88,1608.61,0.00,0.00,0.00,17.31,93.62,2.84
1500000US120860089091,Block Group 1; Census Tract 89.09; Miami-Dade County; Florida,0.00,11.66,5.14,0.00,1.99,22.09,3.86,11.66,4.65,18.16,0.00,0.00,9.66,9050.35,1.52,0.00,0.00,100.00,92.17,2.43
1500000US120860089092,Block Group 2; Census Tract 89.09; Miami-Dade County; Florida,0.00,0.00,28.76,0.00,8.00,21.88,3.70,0.00,14.90,37.32,0.00,0.00,25.43,1889.31,0.00,0.00,0.00,5.43,91.07,2.62
1500000US120860089093,Block Group 3; Census Tract 89.09; Miami-Dade County; Florida,0.00,0.00,26.93,0.00,20.57,43.67,0.00,0.00,13.30,41.70,0.00,5.65,5.73,2722.29,2.43,0.00,14.86,8.77,96.38,3.38
1500000US120860089101,Block Group 1; Census Tract 89.10; Miami-Dade County; Florida,0.00,0.00,11.47,0.00,4.02,17.91,0.00,0.00,0.86,44.10,0.00,0.00,6.43,2328.50,0.00,0.00,2.28,29.32,92.02,2.58
1500000US120860089102,Block Group 2; Census Tract 89.10; Miami-Dade County; Florida,0.00,0.00,37.70,0.00,3.20,36.04,4.48,9.55,8.31,50.17,11.72,2.27,15.10,2752.53,1.81,0.00,0.00,18.65,97.79,3.13
1500000US120860089111,Block Group 1; Census Tract 89.11; Miami-Dade County; Florida,0.00,0.00,9.71,0.00,8.29,25.50,13.12,2.83,6.73,17.34,0.00,3.19,0.00,2035.15,0.96,0.00,0.82,0.00,81.10,3.58
1500000US120860089112,Block Group 2; Census Tract 89.11; Miami-Dade County; Florida,0.00,7.81,15.55,0.00,2.56,18.29,3.13,7.81,5.56,52.67,10.66,0.00,0.00,2722.64,0.00,0.00,0.35,22.39,89.44,3.66
1500000US120860090101,Block Group 1; Census Tract 90.10; Miami-Dade County; Florida,0.00,2.33,15.91,0.00,0.00,21.55,3.50,2.33,8.24,28.21,9.52,0.88,6.65,200.79,1.65,0.00,4.28,33.23,80.35,3.11
1500000US120860090102,Block Group 2; Census Tract 90.10; Miami-Dade County; Florida,0.00,0.00,20.32,0.39,0.00,17.11,6.34,1.16,0.63,18.60,1.05,1.02,0.78,1615.59,1.55,0.00,8.47,20.13,65.99,2.7
1500000US120860090103,Block Group 3; Census Tract 90.10; Miami-Dade County; Florida,0.00,0.00,1.34,0.00,15.37,8.08,9.13,19.08,5.81,5.91,10.18,1.27,0.00,305.47,3.28,0.00,5.22,94.44,80.75,2.3
1500000US120860090141,Block Group 1; Census Tract 90.14; Miami-Dade County; Florida,2.03,5.14,9.66,0.00,1.81,27.48,4.72,6.09,5.07,7.39,3.06,1.71,11.84,8889.50,0.25,0.00,0.84,56.16,91.15,2.73
1500000US120860090142,Block Group 2; Census Tract 90.14; Miami-Dade County; Florida,0.00,0.00,14.82,0.00,0.00,27.32,4.18,0.00,2.10,27.03,12.59,0.78,0.00,1542.21,0.00,0.00,0.00,42.13,92.20,3.41
1500000US120860090151,Block Group 1; Census Tract 90.15; Miami-Dade County; Florida,0.00,33.63,31.82,0.00,23.75,44.25,2.56,33.63,26.73,24.11,4.38,0.00,10.31,8024.83,0.00,0.00,0.00,66.56,94.19,2.69
1500000US120860090152,Block Group 2; Census Tract 90.15; Miami-Dade County; Florida,0.00,0.00,14.54,0.00,3.28,29.63,3.94,0.00,4.58,7.79,0.00,0.00,28.20,5980.82,0.41,0.00,1.22,50.16,97.83,2.41
1500000US120860090153,Block Group 3; Census Tract 90.15; Miami-Dade County; Florida,0.00,0.00,17.01,0.00,13.82,6.32,4.66,5.75,7.31,22.40,0.00,1.51,20.00,10533.77,0.00,0.00,1.51,69.71,90.12,2.14
1500000US120860090154,Block Group 4; Census Tract 90.15; Miami-Dade County; Florida,0.00,0.00,4.20,0.00,0.00,67.31,11.36,0.00,3.26,0.00,0.00,4.94,0.00,18004.80,0.00,0.00,0.00,16.26,87.65,3.29
1500000US120860090155,Block Group 5; Census Tract 90.15; Miami-Dade County; Florida,0.00,0.00,17.88,1.15,9.33,26.74,2.01,10.85,27.21,21.73,0.00,7.27,14.67,12639.72,0.00,0.00,0.00,64.67,95.99,2.32
1500000US120860090156,Block Group 6; Census Tract 90.15; Miami-Dade County; Florida,0.00,9.18,30.47,1.03,10.58,42.86,1.95,9.18,15.07,13.13,0.00,0.86,20.65,4532.64,4.71,1.00,2.98,42.71,94.03,2.25
1500000US120860090201,Block Group 1; Census Tract 90.20; Miami-Dade County; Florida,0.00,16.18,11.11,0.00,8.62,34.16,12.14,24.05,20.18,22.52,6.50,1.52,31.06,11527.79,7.02,0.00,0.00,90.73,93.03,2.99
1500000US120860090202,Block Group 2; Census Tract 90.20; Miami-Dade County; Florida,0.00,3.66,15.02,0.00,6.67,25.35,3.55,3.66,7.32,15.40,0.00,3.23,6.48,7781.66,2.75,0.00,0.00,78.48,94.59,2.36
1500000US120860090211,Block Group 1; Census Tract 90.21; Miami-Dade County; Florida,0.00,0.00,17.49,0.00,1.89,16.96,4.92,6.92,10.76,18.90,7.98,2.41,21.48,6555.99,1.75,0.00,0.85,66.62,93.00,3.03
